NurseID: [A B C D E F G H I J K L M N O P Q R S T ] 
 
PlanningHorizon: 14
Days: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 ] 
 
NumWeekends: 2
Weekends: [1 2 ] 
 

ShiftID: [E D L ] 
ShiftLength: [480 480 480 ] 
ForbiddenShifts: 
[ 
NA NA NA
E NA NA
E D NA
] 

DaysOff: 
[[1]
[7]
[2]
[1]
[4]
[1]
[5]
[13]
[7]
[3]
[5]
[5]
[2]
[9]
[4]
[3]
[7]
[2]
[9]
[12]
] 

MaxShifts: 
[14 14 0
14 14 5
14 14 5
14 0 5
14 0 0
14 14 0
14 14 5
14 14 5
14 14 5
14 14 0
14 14 0
0 14 5
14 14 5
0 14 5
0 14 5
14 14 2
0 14 2
14 14 0
14 0 2
14 14 0
] 

MaxTotalMinutes: [4320 4320 4320 4320 4320 4320 4320 4320 4320 4320 4320 4320 4320 4320 4320 2160 2160 2160 2160 2160 ] 
MinTotalMinutes: [3360 3360 3360 3360 3360 3360 3360 3360 3360 3360 3360 3360 3360 3360 3360 1200 1200 1200 1200 1200 ] 
MaxConsecutiveShifts: [5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 5 5 5 5 5 ] 
MinConsecutiveShifts: [2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 ] 
MinConsecutiveDaysOff: [2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 2 2 2 2 2 ] 
MaxWeekends: [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ] 

PreferredCoverage: 
[2 3 3
3 4 3
3 5 3
4 5 2
2 5 4
4 6 2
6 5 3
4 6 3
3 4 2
4 5 4
2 5 2
2 3 4
2 6 5
3 5 3
] 

UnderstaffedPenalty: 
[100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
] 

OverstaffedPenalty: 
[1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
] 

ShiftOffPenalty: 
[0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 3
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2 0 0
2 0 0
2 0 0
2 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 3 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 3
0 0 3
0 0 3
0 0 3
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 3 0
0 3 0
0 3 0
0 3 0
0 3 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
] 

ShiftOnPenalty: 
[0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
