NurseID: [A B C D E F G H I J K L M N O P Q R S T U V W X Y Z AA AB AC AD AE AF AG AH AI AJ ] 
 
PlanningHorizon: 28
Days: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 ] 
 
NumWeekends: 4
Weekends: [1 2 3 4 ] 
 

ShiftID: [E D L N ] 
ShiftLength: [480 480 480 600 ] 
ForbiddenShifts: 
[ 
NA NA NA NA
E NA NA NA
E D NA NA
E D L NA
] 

DaysOff: 
[[16 19]
[10 11]
[25 26]
[14 15]
[18 24]
[15 16]
[3 4]
[19 20]
[9 19]
[4 23]
[2 26]
[7 8]
[22 23]
[23 26]
[12 13]
[8 13]
[25 26]
[15 16]
[4 5]
[26 27]
[4 15]
[23 24]
[1 15]
[17 22]
[12 13]
[8 9]
[6 7]
[1 3]
[8 16]
[25 26]
[14 15]
[2 3]
[2 3]
[6 7]
[14 15]
[1 11]
] 

MaxShifts: 
[28 28 28 5
28 28 28 0
28 28 28 0
0 28 28 5
28 28 0 0
28 28 0 5
28 28 0 0
28 28 28 5
28 28 28 5
28 28 28 5
28 0 28 4
28 0 28 4
0 28 28 4
28 28 28 4
28 28 28 4
28 28 0 4
0 28 28 0
28 28 28 3
28 28 0 3
0 28 28 3
28 28 28 3
28 28 0 3
0 0 28 0
28 28 28 3
28 28 28 3
28 28 0 0
0 0 28 2
0 28 0 2
0 28 28 2
28 28 0 2
28 28 28 2
28 28 28 2
28 28 28 0
28 28 28 2
0 28 28 0
28 0 28 2
] 

MaxTotalMinutes: [8160 8160 8160 8160 8160 8160 8160 8160 8160 8160 6480 6480 6480 6480 6480 6480 5160 5160 5160 5160 5160 5160 5160 5160 5160 5160 3420 3420 3420 3420 3420 3420 3420 3420 3420 3420 ] 
MinTotalMinutes: [7080 7080 7080 7080 7080 7080 7080 7080 7080 7080 5400 5400 5400 5400 5400 5400 4080 4080 4080 4080 4080 4080 4080 4080 4080 4080 2340 2340 2340 2340 2340 2340 2340 2340 2340 2340 ] 
MaxConsecutiveShifts: [5 5 5 5 5 5 5 5 5 5 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 ] 
MinConsecutiveShifts: [2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ] 
MinConsecutiveDaysOff: [2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 ] 
MaxWeekends: [2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 ] 

PreferredCoverage: 
[2 5 6 2
3 6 4 2
4 4 5 1
5 5 5 1
3 3 4 2
4 2 5 2
3 4 4 1
3 4 4 3
3 4 3 3
4 4 4 3
4 2 2 4
4 6 5 2
5 2 4 4
4 3 4 3
4 2 3 3
4 3 4 3
2 3 4 3
3 3 5 2
3 4 5 3
2 4 4 2
5 4 3 3
6 5 6 3
4 3 4 2
4 5 5 2
5 5 5 2
5 4 5 3
3 6 3 5
4 7 6 3
] 

UnderstaffedPenalty: 
[100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
100 100 100 100
] 

OverstaffedPenalty: 
[1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
] 

ShiftOffPenalty: 
[0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 2 0 0
0 2 0 0
0 2 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 2 0 0
0 2 0 0
0 2 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 3 0 0
0 0 0 0
0 0 0 0
0 0 0 0
3 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 1 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
1 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 3 0 0
0 3 0 0
0 3 0 0
0 3 0 0
0 0 0 0
0 0 0 0
