NurseID: [A B C D E F G H I J K L M N O P Q R S T ] 
 
PlanningHorizon: 28
Days: [1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 ] 
 
NumWeekends: 4
Weekends: [1 2 3 4 ] 
 

ShiftID: [E D L ] 
ShiftLength: [480 480 480 ] 
ForbiddenShifts: 
[ 
NA NA NA
E NA NA
E D NA
] 

DaysOff: 
[[16 17]
[12 13]
[2 7]
[22 23]
[14 15]
[10 11]
[27 28]
[15 24]
[12 13]
[8 16]
[10 26]
[19 20]
[4 5]
[19 20]
[8 19]
[8 19]
[20 21]
[8 25]
[4 13]
[26 27]
] 

MaxShifts: 
[28 28 0
28 28 0
28 28 9
28 0 0
28 28 9
28 0 9
28 0 0
28 28 9
28 28 0
28 28 9
28 28 9
28 28 9
28 28 9
28 28 9
28 28 0
0 28 4
28 28 0
28 28 4
28 28 4
28 28 0
] 

MaxTotalMinutes: [8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 8640 4320 4320 4320 4320 4320 ] 
MinTotalMinutes: [7560 7560 7560 7560 7560 7560 7560 7560 7560 7560 7560 7560 7560 7560 7560 3240 3240 3240 3240 3240 ] 
MaxConsecutiveShifts: [5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 5 5 5 5 5 ] 
MinConsecutiveShifts: [2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 ] 
MinConsecutiveDaysOff: [2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 2 2 2 2 2 ] 
MaxWeekends: [2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 ] 

PreferredCoverage: 
[4 6 3
4 6 1
4 6 2
4 5 1
3 7 2
4 4 3
4 7 2
4 5 2
4 6 2
3 4 2
2 5 2
6 5 1
4 3 2
6 5 2
5 5 1
4 6 2
3 3 2
4 5 2
4 5 3
6 6 2
6 3 2
6 3 1
4 5 4
4 5 3
5 5 3
4 5 2
2 2 2
5 7 2
] 

UnderstaffedPenalty: 
[100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
] 

OverstaffedPenalty: 
[1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
1 1 1
] 

ShiftOffPenalty: 
[0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 2 0
0 0 0
0 0 0
0 0 0
1 0 0
1 0 0
1 0 0
1 0 0
0 0 0
0 0 0
0 0 0
0 2 0
0 2 0
0 2 0
0 2 0
0 2 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2 0 0
2 0 0
2 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 3
0 0 3
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2 0 0
2 0 0
0 0 0
0 0 0
0 0 0
3 0 0
3 0 0
3 0 0
3 0 0
0 0 0
0 0 0
0 0 0
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 2 0
0 2 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1 0 0
1 0 0
1 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
